id,Value
554,12
555,12
556,12
557,12
558,12
559,12
560,8
561,8
562,8
563,12
564,12
565,12
566,12
567,12
568,12
569,12
570,12
572,12
577,12
579,12
580,12
587,12
589,11
590,12
591,9
592,12
593,12
594,12
595,12
596,12
597,7
598,11
599,11
600,11
601,11
602,11
603,11
604,11
605,11
606,11
607,11
608,11
609,11
610,11
611,11
612,11
613,11
614,11
615,11
616,11
617,8
618,8
619,11
620,8
621,11
622,11
623,8
624,7
625,0
626,11
627,12
628,8
629,11
630,8
631,1
632,1
633,11
634,8
636,11
637,11
638,7
639,11
640,11
641,12
642,7
643,11
644,11
645,8
647,8
648,7
649,1
650,8
651,7
652,10
653,7
654,7
655,8
656,8
657,7
658,7
659,7
660,7
661,7
662,7
663,7
664,1
665,7
666,8
667,7
668,7
669,7
670,7
671,7
672,8
673,7
674,7
675,7
676,7
677,7
678,7
679,8
681,7
682,7
684,7
685,7
686,8
687,11
688,1
689,1
690,8
691,8
692,8
693,8
694,8
695,7
696,7
697,7
698,7
699,7
701,7
703,7
707,1
710,7
711,8
712,1
713,7
714,8
715,10
716,8
717,8
718,12
721,10
725,10
727,3
728,8
729,1
734,7
736,11
737,11
738,12
739,11
741,11
742,8
743,11
745,1
746,8
747,8
748,11
749,10
750,8
753,10
758,8
761,8
762,8
763,8
764,6
765,8
766,6
767,6
768,8
769,8
770,6
771,6
772,8
773,8
774,6
775,8
776,8
777,8
778,8
779,8
780,6
782,8
783,8
784,6
785,8
786,6
787,8
788,8
789,8
790,8
791,6
792,11
793,7
795,6
796,11
797,6
800,6
802,6
803,6
804,6
805,6
806,6
807,6
808,8
809,10
810,0
811,0
814,3
816,10
827,11
834,2
835,2
836,3
837,2
838,2
843,2
844,2
845,4
846,4
847,2
848,4
849,4
850,2
851,2
852,3
853,4
854,11
855,6
856,6
857,2
858,2
859,2
860,11
861,4
862,2
863,12
864,2
865,12
866,2
867,2
868,2
869,6
870,2
871,6
872,2
873,2
874,2
875,8
876,2
877,4
878,8
879,2
880,4
881,2
882,2
883,10
884,6
885,4
886,4
887,4
888,4
889,5
890,4
891,2
892,8
893,2
894,4
895,4
896,4
897,4
898,4
899,8
900,3
901,8
902,8
903,4
904,8
905,2
906,8
907,4
908,3
909,2
910,4
911,4
912,4
913,3
914,3
915,4
916,3
917,3
918,3
919,3
920,12
921,12
922,3
923,4
924,3
925,3
926,3
927,3
928,3
929,12
930,3
931,4
932,4
933,3
934,4
935,4
936,3
937,4
938,3
939,4
940,3
941,4
942,4
943,2
944,2
945,6
946,3
947,6
948,4
949,6
950,3
951,6
952,6
953,6
954,4
955,4
956,4
957,4
958,6
959,4
960,4
961,6
962,6
963,6
964,6
965,6
966,3
967,6
968,4
969,4
970,4
971,4
972,6
973,4
974,6
975,6
976,4
977,6
978,4
979,6
980,6
981,4
982,6
983,6
984,3
985,4
986,3
987,4
988,2
989,3
990,6
991,4
992,3
993,6
994,3
996,4
997,4
1000,3
1001,4
1002,4
1004,4
1008,3
1010,4
1017,3
1018,4
1020,5
1021,4
1022,12
1023,5
1024,4
1025,5
1026,4
1027,5
1028,5
1029,4
1030,5
1031,5
1032,4
1033,5
1034,11
1035,5
1036,11
1037,5
1038,5
1039,5
1040,5
1041,5
1042,5
1043,5
1044,4
1045,2
1046,5
1047,5
1048,5
1049,3
1050,4
1051,6
1052,5
1053,5
1054,5
1055,5
1056,5
1057,4
1058,5
1059,4
1060,4
1061,3
1062,2
1063,5
1064,3
1065,3
1066,5
1067,7
1068,5
1069,5
1070,3
1071,5
1072,5
1073,3
1074,12
1075,5
1076,11
1077,5
1078,5
1079,8
1080,5
1081,5
1082,5
1083,5
1084,5
1085,5
1086,5
1087,5
1088,5
1089,5
1090,5
1091,5
1092,5
1093,5
1094,5
1095,8
